,Methanobrevibacter_smithii,Methanosphaera_stadtmanae,Rothia_mucilaginosa,Propionibacterium_freudenreichii,Bifidobacterium_animalis,Bifidobacterium_bifidum,Bifidobacterium_breve,Bifidobacterium_catenulatum,Bifidobacterium_dentium,Bifidobacterium_pseudocatenulatum,Collinsella_intestinalis,Collinsella_unclassified,Eggerthella_sp_1_3_56FAA,Slackia_piriformis,Bacteroides_cellulosilyticus,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_intestinalis,Bacteroides_massiliensis,Bacteroides_salyersiae,Bacteroides_sp_2_1_22,Bacteroides_stercoris,Bacteroidales_bacterium_ph8,Barnesiella_intestinihominis,Odoribacter_laneus,Odoribacter_splanchnicus,Parabacteroides_goldsteinii,Parabacteroides_unclassified,Paraprevotella_clara,Paraprevotella_unclassified,Prevotella_copri,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_senegalensis,Alistipes_shahii,Alistipes_sp_AP11,Alistipes_sp_HGB5,Alistipes_unclassified,Enterococcus_avium,Enterococcus_faecalis,Enterococcus_faecium,Lactobacillus_acidophilus,Lactobacillus_casei_paracasei,Lactobacillus_fermentum,Lactobacillus_gasseri,Lactobacillus_plantarum,Lactobacillus_rhamnosus,Lactobacillus_salivarius,Pediococcus_acidilactici,Pediococcus_lolii,Pediococcus_unclassified,Leuconostoc_citreum,Lactococcus_lactis,Streptococcus_australis,Streptococcus_lutetiensis,Streptococcus_mutans,Streptococcus_sanguinis,Butyricicoccus_pullicaecorum,Clostridiaceae_bacterium_JC118,Clostridium_asparagiforme,Clostridium_butyricum,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_nexile,Clostridium_perfringens,Clostridium_scindens,Clostridium_sp_KLE_1755,Clostridium_sp_L2_50,Clostridium_symbiosum,Clostridiales_bacterium_1_7_47FAA,Eubacterium_siraeum,Eubacterium_sp_3_1_31,Eubacterium_ventriosum,Anaerostipes_caccae,Anaerostipes_unclassified,Blautia_hansenii,Blautia_hydrogenotrophica,Blautia_producta,Coprococcus_catus,Coprococcus_sp_ART55_1,Dorea_unclassified,Lachnospiraceae_bacterium_1_4_56FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_4_1_37FAA,Lachnospiraceae_bacterium_5_1_57FAA,Lachnospiraceae_bacterium_6_1_63FAA,Lachnospiraceae_bacterium_8_1_57FAA,Lachnospiraceae_bacterium_9_1_43BFAA,Roseburia_unclassified,Oscillibacter_sp_KLE_1728,Oscillibacter_sp_KLE_1745,Clostridium_difficile,Anaerotruncus_colihominis,Anaerotruncus_unclassified,Ruminococcaceae_bacterium_D16,Ruminococcus_callidus,Ruminococcus_lactaris,Subdoligranulum_sp_4_3_54A2FAA,Catenibacterium_mitsuokai,Clostridium_ramosum,Clostridium_spiroforme,Erysipelotrichaceae_bacterium_21_3,Erysipelotrichaceae_bacterium_2_2_44A,Erysipelotrichaceae_bacterium_3_1_53,Erysipelotrichaceae_bacterium_5_2_54FAA,Erysipelotrichaceae_bacterium_6_1_45,Eubacterium_biforme,Eubacterium_cylindroides,Eubacterium_dolichum,Holdemania_filiformis,Holdemania_unclassified,Turicibacter_unclassified,Acidaminococcus_intestini,Acidaminococcus_unclassified,Phascolarctobacterium_succinatutens,Megamonas_hypermegale,Megamonas_unclassified,Megasphaera_micronuciformis,Megasphaera_unclassified,Veillonella_atypica,Veillonella_dispar,Fusobacterium_nucleatum,Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis,Sutterella_wadsworthensis,Bilophila_wadsworthia,Desulfovibrio_piger,Citrobacter_unclassified,Enterobacter_cloacae,Klebsiella_oxytoca,Klebsiella_pneumoniae,Klebsiella_unclassified,Proteus_mirabilis,Haemophilus_parainfluenzae,Methanobrevibacter_unclassified,Collinsella_stercoris,Bacteroides_clarus,Bacteroides_plebeius,Lactobacillus_delbrueckii,Lactobacillus_sakei
PRISM|8807,-0.01646698,2.513660443,-3.520530988,-1.055834837,-0.96737959,-0.018299035,-1.717685184,-1.339755229,-0.127774156,1.367305954,-3.987509886,-1.342208602,3.757257702,1.449711808,-1.149701147,-3.149407593,-4.919515332,-2.471456987,-4.457513515,-2.761245315,-1.085162626,-0.048118187,3.966887252,1.149545045,-1.778309806,-2.590085543,1.666510641,3.670614226,-0.869044182,-1.183602698,0.606787385,1.103994386,0.990365017,6.888714033,-0.510806507,-2.38919582,-0.766708895,3.410668343,3.290065007,-2.615064052,0.120693735,-4.072217472,1.410106811,0.833596534,-1.471831578,-1.98601675,-2.889771111,-3.876651187,-4.121041279,-1.94297028,-2.284159882,-1.486621961,-1.046491816,0.41581879,1.498834927,-1.597314045,1.742558228,0.75240638,-1.095118016,-2.085332214,-1.484870414,-2.065991879,-1.844839894,8.6904738,5.668894996,-0.073561714,-2.47062615,-3.111213362,3.941168905,3.892992184,8.466335418,6.229348595,-0.638875523,-1.398748085,-3.224397952,3.908241732,4.889282916,-2.067602423,-1.612551186,6.754609086,1.368486592,5.101439611,2.384471918,-2.731463382,-1.459856075,-0.810067585,6.469924927,-2.046762661,-3.288310022,0.938039198,4.894039545,-2.233937987,3.905373243,2.572105351,1.483618005,-2.307120129,-0.112879015,-3.006170483,-1.52308501,-3.283712998,3.207136132,3.063700127,-0.376511259,3.037653387,-2.953500425,-1.952500983,-2.305751312,-1.390968044,-2.147833766,-2.882633405,-0.566932544,-0.300155412,-1.516995518,-1.532114744,-1.697503575,-2.809900184,-1.149701147,-0.54501987,3.297004589,3.397619456,0.895838843,0.229097953,2.926705715,-1.29280199,-1.043003309,-1.069817384,-1.138210458,-1.989027038,-1.842814521,-0.201216476,-1.729898179,-3.07275371,-3.415437936,-1.361891574,-2.004312525,1.705331964,7.410787777,1.876444271,2.327126927,1.872643726,2.790203762,0.152812085,1.524716119
PRISM|8809,0.02814095,2.559092491,2.949724819,3.21962074,-0.420660839,-1.4815328,-2.588356293,-1.295147299,1.806039557,1.411913884,-3.942901956,-1.297600672,3.80268975,1.494319738,-3.28549955,-3.104799663,-4.874907402,-3.167931753,4.151403235,-2.716637385,-0.788385619,-0.003510257,4.012319299,0.909605691,-3.832043257,-0.77003648,1.711118571,3.715222156,-0.824436252,-1.222021604,0.651395315,1.148602316,1.100366116,-2.168472373,-0.466198577,-2.34458789,-4.18010632,3.456100391,3.335497055,-1.039700047,0.965633522,3.964246259,-1.853819124,0.493760729,-1.427223648,-1.94140882,-2.845163181,-3.832043257,-4.076433349,-1.89836235,2.327595783,5.0944208,5.094782007,0.46042672,1.826574159,2.384252337,1.787166158,-1.621761883,-1.050510086,-2.040724284,-1.440262484,-2.405827684,-1.800231964,1.219082423,-2.652413517,2.974105652,9.494292778,-3.066605432,3.985776835,3.938424231,1.054512812,-1.604120881,-0.420660839,-1.354140155,-3.179790022,-1.911469634,-2.630763391,-2.022994493,-1.567943256,-2.463182894,1.413094522,5.146047541,-0.752017975,-2.686855452,-1.802835793,-0.765459655,-3.334464483,-2.002154731,-3.243702092,-0.008758478,4.674504123,-0.277559995,3.950805291,2.616713281,1.528225935,-2.262512199,-0.068271085,-2.961562553,-1.47847708,-3.239105068,3.251744062,3.109132175,-0.095238439,3.083085434,-2.908892495,-1.907893053,-2.261143382,-1.346360114,-2.103225836,-2.838025475,-0.522324614,-0.255547482,-1.472387588,-1.487506814,-1.652895645,-2.765292254,-1.088490212,-0.50041194,3.342436637,3.442227386,4.305364582,0.273705883,2.933731586,2.296747151,-0.998395379,-1.025209454,-1.093602528,-1.944419108,-1.798206591,-0.156608546,-1.685290249,-3.02814578,1.570019544,7.88798054,-1.959704595,1.749939894,2.785311581,1.921052201,2.372558975,1.917251656,2.83563581,0.197420015,1.569324049
PRISM|8815,-0.363657473,2.165212833,-3.867721482,-1.40302533,-1.06872805,0.462748321,-2.980154717,-1.686945723,-0.474964649,1.02011546,-4.33470038,-1.689399096,3.408810091,1.102521314,-1.251049606,-3.496598087,-5.266705826,-2.167340338,-0.750274318,-3.108435809,-0.119647495,-0.395308681,3.618439641,1.373618986,-4.223841681,0.307095012,1.319320147,3.323423732,-1.216234676,-0.691433818,0.259596892,0.756803892,1.151380822,-2.560270797,-0.857997001,-2.736386314,-4.571904744,3.062220732,2.941617396,-2.962254545,2.750814103,-4.419407966,-2.245617548,0.101962305,-1.819022072,-1.944196787,-3.236961605,-4.223841681,-4.468231773,-2.290160774,-2.631350376,-1.833812455,-1.39368231,0.068628296,1.839992847,2.542189863,1.395367734,-2.013560307,0.184034919,-2.432522708,-1.832060908,-2.797626108,7.830576324,2.917164804,-3.044211941,0.264077627,-2.817816644,2.491370615,7.764862214,3.544544573,6.179449986,2.800735341,0.665873006,-1.745938579,-3.571588446,0.34833797,4.407386767,-2.414792916,-1.959741679,3.662707613,1.021296098,4.754249117,3.377348706,-3.078653876,-2.194634217,-1.157258079,-0.988685342,2.931000536,-3.635500516,1.160389892,6.431018008,1.066424099,3.556925632,2.224914857,1.136427511,-2.654310623,-0.460069509,-3.353360977,-1.870275504,-0.845584498,2.859945638,2.715252516,8.048976064,5.257197785,4.218907469,3.123448762,-2.652941806,-1.738158538,-2.49502426,-3.229823899,-0.914123038,-0.647345906,-1.864186012,-1.879305238,-2.044694069,-3.157090678,0.307095012,-0.892210364,2.948556979,3.050428962,2.008968162,-0.118092541,3.178576007,1.734632331,-1.390193803,-1.417007877,-1.485400952,-2.336217532,-2.190005014,-0.54840697,-2.077088673,-3.419944204,-3.76262843,6.630925632,6.800450651,1.35814147,1.486559397,1.529253777,1.978679316,1.525453232,2.441756152,-0.194378409,1.177525625
PRISM|8841,-0.646882754,1.882514631,2.718932451,-1.686250611,-1.560815335,-1.219066041,-1.143080134,-1.970171003,-0.75818993,0.73689018,6.443203798,-1.972624376,3.12611189,0.819296034,-0.379315386,-3.779823367,-5.549931107,-0.425835402,8.416939304,-3.391661089,0.01088225,-0.678533961,3.33574144,0.672776887,-4.507066961,6.597053904,1.036094867,3.040198452,-1.499459956,0.296639394,-0.023628389,0.473578612,1.471284583,-2.458756928,-1.141222281,-3.019611594,4.315363057,2.779522531,2.658919195,3.783289456,-0.509722039,-4.702633246,-2.528842828,-0.181262975,-2.102247352,-0.202691851,-3.520186885,-4.507066961,-4.751457053,-2.573386054,-2.914575656,-2.117037735,-1.676907591,-0.214596984,-0.324052708,2.539069408,1.112142454,-2.296785587,3.291504239,3.837682487,-2.115286188,-3.080851388,-2.475255668,1.986031081,-0.449932954,-0.271684722,-3.101041924,-3.247214289,3.310753131,3.261846372,1.18360251,0.719296902,-0.437811593,-2.029163859,2.668448545,-2.586493338,-3.305787095,-0.79620919,-2.24296696,-3.138206598,4.014993467,4.471023837,3.800129005,0.914788922,-1.598555663,-1.44048336,0.466357778,-2.677178435,6.843441391,-0.683782182,4.630031199,1.93793438,3.274227431,1.941689577,0.853202231,-2.937535903,-0.743294789,-3.636586257,-2.153500784,-1.006504599,2.576720358,2.432554315,-2.711079987,2.406507575,-3.583916199,-2.582916758,-0.324052708,-2.021383818,-0.10306201,-3.513049179,-1.197348318,3.119943208,-2.147411292,-2.162530518,6.73219673,-3.440315958,-1.637776376,-1.175435644,2.665858777,2.767203682,1.474849649,-0.401317821,2.673827794,2.317306119,-1.167772747,2.585254527,4.835311529,-1.966280443,3.643191352,-0.83163225,-2.360313953,-3.703169484,-4.04585371,-1.992307348,-2.634728299,1.07491619,5.05529943,1.246028497,1.695981115,1.242227952,2.159057951,-0.477603689,0.894300345
PRISM|8843,-0.629854163,1.907742136,-1.055254697,-1.66922202,-3.992459597,-2.808792954,-3.246351407,-1.953142413,-0.741161339,0.75391877,6.106800448,-1.955595786,3.151339394,0.836324624,-3.553233429,-3.762794777,-5.532902516,-1.310286602,-5.070900699,-3.374632499,6.718144882,-0.661505371,5.719236315,8.09483463,-4.099777135,-3.203472727,1.053123457,5.30858663,-1.482431366,-2.264441266,-0.006599798,0.490607202,-0.917942582,5.061907609,0.893742827,-0.964282919,4.755186152,2.804750035,2.684146699,-3.228451235,-0.492693449,-4.685604656,2.877673799,-0.164234385,1.545669763,-2.599403934,1.954662211,-4.099777135,-4.734428463,5.390307067,-2.897547066,-2.100009145,-1.659879,-0.197568394,1.16149896,0.310262536,1.129171044,0.850915123,-0.315587501,0.588229056,0.818875769,-3.063822798,-2.458227078,3.904861666,1.08251701,-2.472320717,-3.084013334,1.787336488,3.327781721,3.287073876,-2.491239511,1.011662858,-2.508688361,-2.012135269,-3.837785136,-2.569464748,-3.288758505,-2.680989606,0.308050146,0.03611643,0.755099408,4.488052427,-2.981159256,2.945999442,3.684696101,1.09115747,-1.350177931,2.496375888,-3.901697206,-0.666753592,2.026099099,-2.847325171,3.299454935,1.958718167,0.870230821,1.2490605,0.416064943,-1.422498593,-2.136472194,3.238224552,2.593748948,2.457781819,0.588229056,2.431735079,1.076886076,-0.745099769,0.673216071,-2.004355228,0.732890746,-3.496020589,-1.180319728,-0.913542596,1.700416841,-2.145501928,-2.310890759,-3.423287368,7.601888636,-1.158407054,2.691086281,2.784232272,-3.874282041,6.650161816,0.333201827,-0.704658799,-1.656390493,4.242976085,4.272222115,-2.602414222,1.553987149,-0.81460366,-2.343285363,-3.686140894,-4.02882512,-1.585017522,-2.617699709,1.09194478,1.90903605,1.263057087,1.721208619,1.259256542,2.184285455,-0.460575099,0.911328935
PRISM|8844,0.627139929,3.160805397,-2.87692408,2.58206269,-2.735465504,-2.333700154,-1.989357315,-0.69614832,0.515832753,2.010912863,-3.343902977,-0.698601694,4.404402656,2.093318717,-2.686500571,-2.505800684,-4.275908424,-3.7650828,2.957365908,-2.117638406,-1.075581404,0.595488722,4.614032205,-0.299206971,-3.233044278,-1.946478634,2.31011755,4.314221134,-0.225437273,9.471777224,1.250394294,1.747601295,-2.129086087,-1.569473395,0.132800401,-1.745588911,-3.581107341,4.057813297,3.937209961,-1.971457143,0.764300644,-3.428610563,-1.254820145,1.092759708,-0.828224669,-1.342409841,-2.246164202,-3.233044278,-3.47743437,-1.299363371,-1.640552973,-0.843015052,-0.402884908,1.059425699,-0.338528497,0.660575348,2.386165137,-1.022762905,2.714129119,-1.441725306,-0.841263505,-1.806828705,-1.201232985,-1.180905749,0.207319577,-1.60558786,-1.827019241,-2.467606454,4.584775813,4.540137138,0.6243723,-1.005121903,-2.283478259,-0.755141176,-2.580791043,-1.312470655,-2.031764412,-1.423995514,-0.968944277,-1.864183915,2.012093501,5.74504652,-1.724165163,-2.087856473,-1.203836814,2.931096281,-2.735465504,-1.403155752,-2.644703113,0.5902405,-2.87692408,-0.001934863,4.552518197,3.21571226,2.127224914,-1.66351322,0.530727894,-2.362563574,-0.879478101,-2.640106089,3.850743041,3.710845081,-1.437057304,3.68479834,-2.309893516,-1.308894075,-1.662144403,-0.747361135,-1.504226858,-2.239026496,0.076674365,0.343451497,-0.873388609,-0.888507835,-1.053896667,-2.166293275,-2.512319831,0.098587039,3.944149543,4.041226365,-2.617287948,0.872704862,-1.654435686,-1.689450413,-0.3993964,-0.426210475,-0.494603549,-1.345420129,-1.199207612,0.442390432,2.653005513,9.677632975,2.730527564,7.254769906,-1.360705616,2.348938872,-3.394227697,2.52005118,2.974271881,2.516250635,3.437348716,0.796418994,2.168323028
PRISM|8846,-0.951022746,1.579882134,1.86360246,-1.990390603,-4.31362818,7.874271685,4.60326731,-2.274310996,5.684373871,0.432750188,-4.922065653,-1.889649278,2.823479393,0.515156042,-4.264663247,-4.08396336,-5.854071099,-2.744064606,-5.392069282,-3.695801082,-0.935775835,-0.982673953,3.033108942,-0.066473613,-4.811206953,-3.524641309,0.731954874,2.736058459,-1.803599949,6.431026755,-0.327768381,0.16943862,0.047100501,-3.14763607,-1.445362274,-3.323751587,-5.159270017,2.476890034,2.356286698,-3.549619818,-0.813862031,-5.006773239,-2.83298282,-0.485402968,-2.406387344,-0.749364293,-3.437211787,0.683450084,1.472497589,-2.877526047,-3.218715649,-2.421177728,-1.981047583,-0.518736977,-1.916691172,2.763297387,0.808002461,1.929231409,0.995983134,4.283826494,3.259698996,-3.384991381,-2.77939566,3.018772631,-3.631577214,-1.25116051,-3.405181916,3.833170686,3.006613138,2.959213875,4.362049607,0.998355615,-1.175448688,5.462382573,-4.158953719,-1.93313439,-3.609927087,0.964617475,-2.547106952,4.333053628,0.433930825,4.166883845,-0.664623065,-3.666019148,5.475840522,-1.744623352,3.286620654,4.304669266,4.566184705,5.408306255,2.388198176,3.401086227,2.971594934,3.322043484,0.549062238,-3.241675895,1.892604247,-3.94072625,-2.457640777,-4.218268765,2.272580365,2.129921818,1.283962075,3.724953125,0.710673542,-0.960673387,2.84561555,-2.325523811,-2.695274442,-3.817189172,-1.50148831,6.582644468,4.615530331,4.531315448,2.053789923,-3.744455951,-1.56540961,-1.479575637,2.36322628,2.463063689,1.346941055,-0.705457813,2.363394872,-2.648754427,1.756300465,-2.00437315,-2.072766225,-2.923582805,-2.777370287,-1.135772243,-2.664453946,-4.007309477,2.114196207,-2.29644734,0.799789076,4.246882264,5.452854448,0.941888504,1.393348618,0.938087959,1.856425453,-0.781743682,0.590160353
PRISM|8847,-1.46256641,1.070013116,-0.580655138,-2.501934266,-4.825171843,-4.423406493,-1.278486168,-2.785854659,-1.573873586,-0.078793476,0.268976446,2.11847691,2.313610374,0.003612378,5.772690405,-4.595507023,5.114028435,5.734271817,-5.903612945,1.746394596,-1.921279462,4.271648891,2.523239924,-0.594773019,1.316348018,-3.084430272,0.616518906,6.369949239,3.229997305,5.783713511,3.563332214,4.723242425,-0.455629442,4.161367439,3.099954232,-3.83529525,3.934661914,2.570061914,1.84641768,-4.061163482,3.48681277,-5.518316902,4.134395707,-0.996946631,-2.917931008,-3.43211618,-4.335870541,-5.322750617,-5.567140709,-3.38906971,-2.855588699,-2.932721391,-2.096483551,-1.03028064,2.102795904,-0.443334205,3.309447111,-3.112469243,0.436875482,4.77490566,3.332255324,2.919386246,-3.290939324,-2.614426642,2.354394101,6.235881114,0.747311902,0.667423982,5.348001477,2.449344856,3.687538011,2.559804382,-2.579335323,1.827594163,-4.670497382,-3.402176994,2.562328234,-0.292389124,3.846427506,2.587910677,-0.077612838,3.655340181,-1.469294338,3.536937335,-3.293543153,2.947901983,2.841428518,2.639994813,-0.980296117,3.566698536,0.755943275,-1.921279462,2.461725916,1.126005921,0.037518575,1.111266785,-1.558978445,-0.750900375,-2.96918444,-2.01480552,5.496520779,1.620052799,-3.526763643,2.628075945,-3.595255896,-0.271591147,3.164109854,3.800904098,0.297535748,-4.328732835,-2.013031974,-1.746254842,2.142851322,1.934173192,-3.143603005,-4.255999614,-4.60202617,-1.9911193,1.853357262,1.951520026,-4.706994287,-1.217001477,-0.447415844,-3.779156752,-2.489102739,2.878046738,2.696665916,-3.435126468,-3.288913951,-1.647315906,-3.175997609,-4.51885314,-4.861537366,2.975827127,-3.450411955,0.259232534,-5.483934036,0.430344841,0.8834796,0.426544296,1.346556435,-1.293287345,0.078616689
PRISM|8849,0.057181854,2.592289015,0.205981219,-0.982186002,9.315331646,-2.903658229,3.216396169,-1.266106395,-0.054125322,1.440954788,-3.913861052,-1.268559768,3.835886273,1.523360642,-2.643439935,-3.075758759,-4.845866498,-1.844932239,-4.383864681,-2.687596481,-1.139362538,0.025530647,4.045515823,0.445074072,-3.803002353,-2.516436709,1.740159475,3.74426306,-0.795395348,-0.65861437,0.680436219,1.17764322,-0.271121504,-2.139431469,-0.437157673,-2.315546986,-4.151065416,3.489296915,3.368693579,-2.541415218,0.194342569,-0.036643468,-1.82477822,7.026176593,5.014971185,-1.912367916,-2.816122277,6.740031744,-4.047392445,-1.869321446,-2.210511048,-1.412973127,0.300999044,0.489467624,3.664456098,-1.139362538,1.816207062,-1.592720979,1.560423153,-2.01168338,-1.41122158,-2.37678678,8.029674756,-1.750863824,-2.623372613,-1.582567975,6.304012146,-3.037564528,4.014817739,3.971620755,-1.804203493,-1.575079977,-1.114971085,-1.325099251,-3.150749118,-1.88242873,-2.601722487,-1.993953589,-1.538902352,-2.43414199,1.442135426,5.175088445,1.154543021,-2.657814548,-1.203078353,-0.736418751,3.642351227,-1.973113827,4.439947912,0.020282426,3.89887191,4.159263422,3.984001815,2.645754185,1.557266839,-2.233471295,-0.039230181,-2.932521649,-1.449436176,-2.825761492,3.280784966,3.142328698,-2.007015379,3.116281958,-2.879851591,-1.878852149,-2.232102478,-1.31731921,-2.074184932,-2.808984571,-0.49328371,-0.226506578,-1.443346684,-1.45846591,-1.623854741,-2.73625135,-1.456274249,-0.471371036,3.375633161,3.47126829,1.277432685,0.302746787,2.150052287,1.740667866,-0.585051803,-0.99616855,-1.064561624,-1.915378204,-1.769165686,-0.127567642,-1.656249345,-2.999104876,-3.341789102,-1.28824274,-0.036643468,1.778980798,3.871766461,1.950093105,2.405755499,1.94629256,2.868832334,0.226460919,1.598364953
PRISM|8878,-0.038209533,2.496076392,-3.542273542,-1.07757739,-3.400814966,-2.999049616,-2.654706777,-1.361497782,-0.149516709,5.938336533,6.591087751,4.094871744,3.73967365,1.427969255,-3.351850034,-3.171150146,-4.941257886,5.978878548,-4.479256069,-2.782987868,8.178688923,-0.06986074,3.9493032,8.82404593,-3.89839374,7.069466944,1.644768088,6.226491078,-0.890786735,6.688090331,0.585044832,1.082251833,-2.794435549,1.771745645,-0.532549061,-2.410938373,5.530202275,3.393084291,3.272480956,-2.636806605,0.098951182,-4.093960025,-1.920169607,0.427410246,-1.493574131,-2.007759304,-2.911513664,-3.89839374,-4.142783832,-1.964712833,-2.305902436,-1.508364514,-1.06823437,0.394076237,-1.003877959,-1.619056598,1.720815675,-1.688112367,-1.11686057,-2.107074768,2.40636361,2.007954162,-1.866582447,-1.846255211,2.097890768,-2.270937322,-2.492368703,-3.132955916,3.919426351,3.875408132,-0.87005517,-1.670471365,-2.948827721,-1.420490638,-3.246140505,-1.977820117,-2.697113874,-2.089344976,-1.634293739,3.485543573,3.473875119,5.079697058,-2.389514625,2.973318311,-1.869186276,2.589048209,-3.400814966,-2.068505215,-3.310052576,-0.075108962,-3.542273542,1.569780353,3.887789192,2.550362798,1.461875452,-2.328862682,-0.134621568,-3.027913036,-1.544827563,6.500381321,3.185393579,3.046116075,-2.102406766,3.020069335,1.726203625,0.35767172,-2.327493866,-1.412710598,-2.16957632,-2.904375959,-0.588675097,-0.321897965,3.791022648,-1.553857297,-1.719246129,-2.831642737,-3.177669294,-0.566762423,3.279420538,3.375876903,-3.28263741,0.2073554,-2.319785148,-2.354799875,-1.064745862,3.961484128,4.858795081,-2.010769591,2.656870805,-0.22295903,-1.751640732,-3.094496263,-3.437180489,-1.383634127,-2.026055078,1.68358941,-4.059577159,1.854701717,2.309542876,1.850901173,2.772619711,0.131069532,1.502973566
PRISM|8882,0.077543645,2.606698582,-3.426520364,-0.961824212,-3.285061789,7.625039192,-2.538953599,-1.245744605,-0.033763531,1.461316579,-3.893499262,-1.248197978,3.85029584,1.543722433,-3.236096856,-3.055396969,-4.825504708,-4.314679084,8.042461861,-2.667234691,-1.625177689,0.045892438,4.05992539,-0.848803255,-3.782640562,4.597484231,1.760521265,3.76462485,-0.775033558,6.537324518,0.70079801,1.198005011,-2.678682371,-2.119069679,-0.416795883,-2.295185196,-4.130703626,3.503706482,3.383103146,-2.521053427,0.214704359,-3.978206848,-1.804416429,0.543163423,-1.377820953,-1.892006126,-2.795760487,-3.782640562,-4.027030655,-1.848959656,-2.190149258,-1.392611337,-0.952481192,0.509829414,-0.888124781,3.894297925,1.836568852,-1.572359189,-1.001107392,-1.99132159,-1.390859789,-2.35642499,-1.75082927,4.270694893,-2.603010823,6.653981423,4.887798795,-3.017202738,4.035179529,3.986030322,5.214957001,-1.554718187,-2.833074543,-1.30473746,-3.130387328,-1.862066939,-2.581360696,-1.973591798,-1.518540561,-2.4137802,1.462497216,5.195450236,-2.273761448,3.336548854,7.957199125,2.427088528,-3.285061789,-1.952752037,-3.194299398,5.283484214,-3.426520364,-2.139927363,3.998411382,2.666115976,1.577628629,-2.213109504,-0.018868391,-2.912159859,-1.429074386,6.297580211,3.301146756,3.156738265,-1.986653589,3.130691525,-2.8594898,-1.858490359,-2.211740688,-1.29695742,-2.053823142,-2.788622781,-0.472921919,-0.206144787,-1.422984894,-1.438104119,-1.603492951,-2.71588956,-3.061916116,-0.451009246,3.390042728,3.49163008,2.77529988,0.323108578,5.99655274,6.721536364,-0.948992685,-0.975806759,-1.044199834,-1.895016414,-1.748803896,-0.107205852,-1.635887555,-2.978743086,-3.321427311,-1.267880949,-1.9103019,1.799342588,8.619417873,1.970454895,2.420165066,1.96665435,2.883241901,0.246822709,1.618726744
PRISM|8892,0.282795635,2.811415337,-3.221268374,-0.756572222,-3.079809799,9.686541225,7.228649466,-1.040492615,5.059439123,1.666568569,-3.688247272,-1.042945988,4.055012595,1.748974423,-3.030844866,-2.850144978,-4.620252718,-4.109427094,-4.158250901,-2.4619827,-1.419925699,0.251144428,4.264642145,2.288956996,-3.577388572,-2.290822928,1.965773256,3.96987684,-0.569781567,-1.351791467,0.90605,1.403257001,-2.473430381,-1.913817689,-0.211543893,-2.089933205,-3.925451636,3.708423237,3.587819901,-2.315801437,0.41995635,-3.772954858,-1.599164439,0.748415414,-1.172568963,3.115845984,-2.590508497,-3.577388572,-3.821778664,-1.643707666,7.664515947,4.140614606,-0.747229202,0.715081404,2.237131928,2.219242363,6.964268664,-1.367107199,-0.795855402,-1.7860696,-1.185607799,-2.151172999,-1.545577279,5.668714046,-2.397758833,-0.571561799,-2.171363535,-2.811950748,4.240431519,4.190747077,-1.578589712,-1.349466197,-2.627822553,-1.09948547,-2.925135338,-1.656814949,-2.376108706,-1.768339808,-1.313288571,3.011957139,1.667749206,5.400702226,-2.068509457,-2.432200767,4.264720108,-0.510804971,-3.079809799,4.264720108,-2.989047408,0.245896206,0.445372458,3.322656582,4.203128137,2.871367966,1.78288062,-2.007857514,0.186383599,-2.706907869,-1.223822395,-2.984450384,3.506398747,3.361455021,-1.781401598,3.33540828,3.698546919,3.22854329,-2.006488698,-1.09170543,-1.848571152,-2.583370791,-0.267669929,-0.000892797,-1.217732903,-1.232852129,-1.398240961,-2.51063757,-2.856664126,-0.245757255,3.594759483,3.696882071,-2.961632242,0.528360568,-1.99877998,-2.033794707,-0.743740694,-0.770554769,-0.838947843,-1.689764424,-1.543551906,0.098046138,-1.430635564,-2.773491095,-3.116175321,4.727049642,-1.70504991,2.004594578,-3.738571991,2.175706885,2.624881821,2.171906341,3.087958656,0.4520747,1.823978734
